ccn,provider_name,state,county_raw,city,zip,latitude,longitude,county_name,geoid,county_name_official
455969,PATRIOT HEIGHTS HEALTH CARE CENTER,TX,Bexar,SAN ANTONIO,78240,29.5289,-98.585,Bexar,48029,Bexar
455970,RIVER VALLEY HEALTH & REHABILITATION CENTER,TX,Cooke,GAINESVILLE,76240,33.642,-97.153,Cooke,48097,Cooke
455974,ROCKPORT NURSING AND REHABILITATION CENTER,TX,Aransas,ROCKPORT,78382,28.0637,-97.063,Aransas,48007,Aransas
455983,ST. CATHERINE CENTER,TX,Mc Lennan,WACO,76712,31.5336,-97.243,Mclennan,48309,McLennan
455985,CLARKSVILLE NURSING HOME,TX,Red River,CLARKSVILLE,75426,33.6028,-95.046,Red River,48387,Red River
455986,HENDERSON HEALTH & REHABILITATION CENTER,TX,Rusk,HENDERSON,75652,32.1515,-94.813,Rusk,48401,Rusk
455989,Borger Healthcare Center,TX,Hutchinson,Borger,79007,35.6511,-101.39,Hutchinson,48233,Hutchinson
455994,DESOTO NURSING & REHABILITATION CENTER,TX,Dallas,DESOTO,75115,32.6076,-96.857,Dallas,48113,Dallas
455996,THE RENAISSANCE AT KESSLER PARK,TX,Dallas,DALLAS,75211,32.7545,-96.859,Dallas,48113,Dallas
455999,PORT LAVACA NURSING AND REHABILITATION CENTER,TX,Calhoun,PORT LAVACA,77979,28.6364,-96.632,Calhoun,48057,Calhoun
45603,MESA VIEW SENIOR LIVING,TX,Hemphill,CANADIAN,79014,35.8731,-100.34,Hemphill,48211,Hemphill
45631,SCHLEICHER COUNTY MEDICAL CENTER,TX,Schleicher,ELDORADO,76936,30.8699,-100.59,Schleicher,48413,Schleicher
45761,MCCAMEY CONVALESCENT CENTER,TX,Upton,MCCAMEY,79752,31.1134,-102.21,Upton,48461,Upton
45852,CROCKETT COUNTY CARE CENTER,TX,Crockett,OZONA,76943,30.711,-101.21,Crockett,48105,Crockett
45947,COLDWATER MANOR,TX,Sherman,STRATFORD,79084,36.3396,-102.06,Sherman,48421,Sherman
45949,ROLLING MEADOWS,TX,Wichita,WICHITA FALLS,76309,33.8824,-98.549,Wichita,48485,Wichita
675000,FOCUSED CARE AT BEECHNUT,TX,Harris,HOUSTON,77072,29.6889,-95.606,Harris,48201,Harris
675001,Avir at Woodlands,TX,Eastland,EASTLAND,76448,32.399,-98.848,Eastland,48133,Eastland
675002,RETAMA MANOR NURSING CENTER/SAN ANTONIO WEST,TX,Bexar,SAN ANTONIO,78237,29.4077,-98.548,Bexar,48029,Bexar
675004,MCKINNEY HEALTHCARE AND REHABILITATION CENTER,TX,Collin,MCKINNEY,75069,33.1614,-96.628,Collin,48085,Collin
675008,CHEROKEE ROSE NURSING AND REHABILITATION,TX,Somervell,GLEN ROSE,76043,32.2335,-97.75,Somervell,48425,Somervell
675009,COLEMAN HEALTHCARE CENTER,TX,Coleman,COLEMAN,76834,31.8066,-99.423,Coleman,48083,Coleman
675011,JACKSONVILLE HEALTHCARE CENTER,TX,Cherokee,JACKSONVILLE,75766,31.9487,-95.275,Cherokee,48073,Cherokee
675013,CROWELL NURSING CENTER,TX,Foard,CROWELL,79227,33.982,-99.728,Foard,48155,Foard
675014,AVIR AT HASKELL,TX,Haskell,HASKELL,79521,33.1578,-99.746,Haskell,48207,Haskell
675016,GREAT PLAINS NURSING AND REHABILITATION,TX,Moore,DUMAS,79029,35.8428,-101.97,Moore,48341,Moore
675017,CROSS COUNTRY HEALTHCARE CENTER,TX,Brown,BROWNWOOD,76801,31.6792,-98.963,Brown,48049,Brown
675018,RIVER OAKS HEALTH AND REHABILITATION CENTER,TX,Tarrant,FORT WORTH,76106,32.788,-97.381,Tarrant,48439,Tarrant
675019,APEX SECURE CARE BROWNFIELD,TX,Terry,BROWNFIELD,79316,33.1821,-102.26,Terry,48445,Terry
675020,GREENVILLE HEALTH & REHABILITATION CENTER,TX,Hunt,GREENVILLE,75402,33.1223,-96.126,Hunt,48231,Hunt
675021,ELECTRA HEALTHCARE CENTER,TX,Wichita,ELECTRA,76360,34.028,-98.925,Wichita,48485,Wichita
675025,WHITE ACRES WELLNESS & REHABILITATION,TX,El Paso,EL PASO,79912,31.845,-106.56,El Paso,48141,El Paso
675028,ESTATES HEALTHCARE AND REHABILITATION CENTER,TX,Tarrant,FORT WORTH,76134,32.6352,-97.325,Tarrant,48439,Tarrant
675030,LA FRONTERA NURSING & REHABILITATION,TX,Webb,LAREDO,78041,27.5673,-99.473,Webb,48479,Webb
675032,Cedar Hill Healthcare Center,TX,Dallas,Cedar Hill,75104,32.5872,-96.942,Dallas,48113,Dallas
675033,MESQUITE TREE NURSING CENTER,TX,Dallas,MESQUITE,75149,32.7548,-96.593,Dallas,48113,Dallas
675034,"Arbor Lake Nursing & Rehabilitation, LLC",TX,Tarrant,Fort Worth,76104,32.7385,-97.334,Tarrant,48439,Tarrant
675035,Avir at Burkburnett,TX,Wichita,BURKBURNETT,76354,34.1019,-98.573,Wichita,48485,Wichita
675037,AVIR AT PITTSBURG,TX,Camp,PITTSBURG,75686,32.9916,-94.957,Camp,48063,Camp
675038,CLYDE NURSING CENTER,TX,Callahan,CLYDE,79510,32.3948,-99.49,Callahan,48059,Callahan
675042,SEYMOUR REHABILITATION AND HEALTHCARE,TX,Baylor,SEYMOUR,76380,33.5987,-99.276,Baylor,48023,Baylor
675044,Colonial Manor Advanced Rehab & Healthcare,TX,Hidalgo,Pharr,78577,26.2424,-98.191,Hidalgo,48215,Hidalgo
675046,Rosenberg Health & Rehabilitation Center,TX,Fort Bend,Rosenberg,77471,29.5522,-95.788,Fort Bend,48157,Fort Bend
675049,CORONADO HEALTHCARE CENTER,TX,Gray,PAMPA,79065,35.5477,-100.98,Gray,48179,Gray
675051,LAKEVIEW REHABILITATION & HEALTHCARE CENTER,TX,Wood,WINNSBORO,75494,32.9483,-95.288,Wood,48499,Wood
675052,Bay Ridge Healthcare Center,TX,Harris,La Porte,77571,29.6661,-95.015,Harris,48201,Harris
675053,Chisolm Trail Nursing and Rehabilitation Center,TX,Caldwell,Lockhart,78644,29.8841,-97.684,Caldwell,48055,Caldwell
675055,AVIR AT CHILDRESS,TX,Childress,CHILDRESS,79201,34.4346,-100.21,Childress,48075,Childress
675057,BALCH SPRINGS NURSING HOME,TX,Dallas,BALCH SPRINGS,75180,32.7119,-96.614,Dallas,48113,Dallas
675058,Homeplace Manor Healthcare Center,TX,Jones,HAMLIN,79520,32.879,-100.13,Jones,48253,Jones
675061,MUNDAY NURSING CENTER,TX,Knox,MUNDAY,76371,33.4526,-99.626,Knox,48275,Knox
675065,CASS VALLEY HEALTHCARE CENTER,TX,Leon,CENTERVILLE,75833,31.2516,-95.973,Leon,48289,Leon
675066,HONEY GROVE NURSING CENTER,TX,Fannin,HONEY GROVE,75446,33.5837,-95.901,Fannin,48147,Fannin
675067,Gainesville Convalescent Center,TX,Cooke,Gainesville,76240,33.6363,-97.122,Cooke,48097,Cooke
675071,YORKTOWN NURSING AND REHABILITATION CENTER,TX,De Witt,YORKTOWN,78164,28.978,-97.513,Dewitt,48123,DeWitt
675075,DIVERSICARE OF LULING,TX,Caldwell,LULING,78648,29.6728,-97.632,Caldwell,48055,Caldwell
675076,LLANO NURSING AND REHABILITATION CENTER,TX,Llano,LLANO,78643,30.7512,-98.684,Llano,48299,Llano
675078,Oasis at Galleria,TX,Harris,Houston,77063,29.7364,-95.505,Harris,48201,Harris
675079,Focused Care at Allenbrook,TX,Harris,Baytown,77521,29.7665,-94.972,Harris,48201,Harris
675080,THE VOSSWOOD NURSING CENTER,TX,Harris,HOUSTON,77057,29.7602,-95.501,Harris,48201,Harris
675081,GOLDEN ACRES LIVING AND REHABILITATION CENTER,TX,Dallas,DALLAS,75228,32.8428,-96.669,Dallas,48113,Dallas
675084,Trinity Nursing & Rehab of Granbury,TX,Hood,GRANBURY,76048,32.4517,-97.782,Hood,48221,Hood
675085,Paradigm at Woodwind Lakes,TX,Harris,Houston,77040,29.8778,-95.537,Harris,48201,Harris
675089,FOCUSED CARE AT SHERMAN,TX,Grayson,SHERMAN,75090,33.6279,-96.617,Grayson,48181,Grayson
675093,LAKESIDE REHABILITATION AND CARE CENTER,TX,Lubbock,LUBBOCK,79410,33.5726,-101.9,Lubbock,48303,Lubbock
675095,HALLETTSVILLE NURSING AND REHABILITATION,TX,Lavaca,HALLETTSVILLE,77964,29.4383,-96.958,Lavaca,48285,Lavaca
675096,Avir at Hillsboro,TX,Hill,HILLSBORO,76645,32.0155,-97.105,Hill,48217,Hill
675098,FARWELL CARE AND REHABILITATION CENTER,TX,Parmer,FARWELL,79325,34.3861,-103.04,Parmer,48369,Parmer
675101,Avir at Giddings,TX,Lee,Giddings,78942,30.1944,-96.935,Lee,48287,Lee
675103,RENAISSANCE REHABILITATION AND HEALTHCARE CENTER,TX,Ellis,ITALY,76651,32.1803,-96.896,Ellis,48139,Ellis
675104,Live Oak Nursing and Rehabilitation Center,TX,Live Oak,George West,78022,28.3367,-98.121,Live Oak,48297,Live Oak
675105,Country View Nursing and Rehabilitation,TX,Kaufman,Terrell,75160,32.7569,-96.265,Kaufman,48257,Kaufman
675106,GRACE POINTE WELLNESS CENTER,TX,El Paso,EL PASO,79902,31.7735,-106.5,El Paso,48141,El Paso
675109,RICHARDSON NURSING AND REHABILITATION,TX,Dallas,RICHARDSON,75080,32.9651,-96.738,Dallas,48113,Dallas
675110,CUERO NURSING AND REHABILITATION CENTER,TX,De Witt,CUERO,77954,29.0877,-97.269,Dewitt,48123,DeWitt
675111,Heritage Gardens Rehabilitation and Healthcare,TX,Dallas,Carrollton,75006,32.9746,-96.907,Dallas,48113,Dallas
675112,Coral Rehabilitation and Nursing of Arlington,TX,Tarrant,Arlington,76011,32.7528,-97.111,Tarrant,48439,Tarrant
675113,THE PARK IN PLANO,TX,Collin,PLANO,75075,33.0394,-96.71,Collin,48085,Collin
675117,RUNNINGWATER DRAW CARE CENTER INC,TX,Lamb,OLTON,79064,34.1759,-102.14,Lamb,48279,Lamb
675118,Brush Country Nursing and Rehabilitation,TX,Travis,Austin,78749,30.2253,-97.841,Travis,48453,Travis
675120,WOODVILLE HEALTH AND REHABILITATION CENTER,TX,Tyler,WOODVILLE,75979,30.7753,-94.43,Tyler,48457,Tyler
675124,AVIR AT GONZALES,TX,Gonzales,GONZALES,78629,29.5101,-97.452,Gonzales,48177,Gonzales
675127,FOCUSED CARE AT HUMBLE,TX,Harris,HUMBLE,77338,29.9928,-95.258,Harris,48201,Harris
675128,Midwestern Healthcare Center,TX,Wichita,Wichita Falls,76302,33.8761,-98.482,Wichita,48485,Wichita
675132,Bremond Nursing and Rehabilitation Center,TX,Robertson,Bremond,76629,31.1674,-96.675,Robertson,48395,Robertson
675133,HIGHLAND PINES NURSING HOME,TX,Gregg,LONGVIEW,75601,32.5088,-94.731,Gregg,48183,Gregg
675134,WHISPERING OAKS REHAB & NURSING,TX,De Witt,CUERO,77954,29.1131,-97.287,Dewitt,48123,DeWitt
675136,DENTON REHABILITATION AND NURSING CENTER,TX,Denton,DENTON,76210,33.1456,-97.09,Denton,48121,Denton
675138,INSPIRATION HILLS REHABILITATION CENTER,TX,Bexar,SAN ANTONIO,78228,29.4723,-98.576,Bexar,48029,Bexar
675139,Windsor Healthcare Residence,TX,Limestone,Groesbeck,76642,31.5247,-96.543,Limestone,48293,Limestone
675140,FOCUSED CARE AT HAMILTON,TX,Hamilton,HAMILTON,76531,31.7003,-98.105,Hamilton,48193,Hamilton
675141,Crestview Healthcare Residence,TX,Mc Lennan,Waco,76708,31.5941,-97.175,Mclennan,48309,McLennan
675142,BRIARCLIFF HEALTH CENTER,TX,Smith,TYLER,75701,32.3127,-95.321,Smith,48423,Smith
675144,BURLESON NURSING AND REHABILITATION CENTER,TX,Johnson,BURLESON,76028,32.5342,-97.332,Johnson,48251,Johnson
675145,BUENA VIDA NURSING AND REHAB ODESSA,TX,Ector,ODESSA,79762,31.8887,-102.35,Ector,48135,Ector
675150,BLUEBONNET REHAB AT ENNIS,TX,Ellis,ENNIS,75119,32.3114,-96.615,Ellis,48139,Ellis
675151,MEADOWBROOK CARE CENTER,TX,Grayson,VAN ALSTYNE,75495,33.423,-96.584,Grayson,48181,Grayson
675152,Dogwood Trails Manor,TX,Tyler,Woodville,75979,30.7796,-94.401,Tyler,48457,Tyler
675153,HERITAGE HOUSE AT KELLER REHAB & NURSING,TX,Tarrant,KELLER,76248,32.9114,-97.253,Tarrant,48439,Tarrant
675159,SOUTHBROOKE MANOR NURSING AND REHABILITATION CENTE,TX,Jackson,EDNA,77957,28.9646,-96.674,Jackson,48239,Jackson
675162,Briarcliff Nursing and Rehabilitation Center,TX,Hidalgo,McAllen,78501,26.2365,-98.257,Hidalgo,48215,Hidalgo
675169,AVIR AT FREDERICKSBURG,TX,Gillespie,FREDERICKSBURG,78624,30.2604,-98.878,Gillespie,48171,Gillespie
675170,La Paloma Nursing Center,TX,Duval,San Diego,78384,27.7483,-98.246,Duval,48131,Duval
675171,Crestway Nursing & Rehabilitation,TX,Bexar,SAN ANTONIO,78239,29.5217,-98.347,Bexar,48029,Bexar
675172,CASCADES AT PORT ARTHUR,TX,Jefferson,PORT ARTHUR,77642,29.9385,-93.964,Jefferson,48245,Jefferson
675175,PARK MANOR OF MCKINNEY,TX,Collin,MCKINNEY,75069,33.2124,-96.629,Collin,48085,Collin
675177,PINE TREE LODGE NURSING CENTER,TX,Gregg,LONGVIEW,75604,32.5352,-94.808,Gregg,48183,Gregg
675181,CARRIAGE HOUSE MANOR,TX,Hopkins,SULPHUR SPRINGS,75482,33.1563,-95.597,Hopkins,48223,Hopkins
675182,BROWNFIELD REHABILITATION AND CARE CENTER,TX,Terry,BROWNFIELD,79316,33.1749,-102.27,Terry,48445,Terry
675183,TWIN OAKS HEALTH AND REHABILITATION CENTER,TX,Cherokee,JACKSONVILLE,75766,31.9784,-95.276,Cherokee,48073,Cherokee
675185,LONGMEADOW HEALTHCARE CENTER,TX,Denton,JUSTIN,76247,33.0853,-97.287,Denton,48121,Denton
675196,NORTH PARK HEALTH AND REHABILITATION CENTER,TX,Collin,MCKINNEY,75069,33.2164,-96.614,Collin,48085,Collin
675201,HILLSIDE MEDICAL LODGE,TX,Coryell,GATESVILLE,76528,31.4211,-97.715,Coryell,48099,Coryell
675205,THE ATRIUM REHABILITATION CENTER,TX,Bexar,SAN ANTONIO,78229,29.5073,-98.571,Bexar,48029,Bexar
675210,HERITAGE HOUSE NURSING AND REHABILITATION,TX,Falls,ROSEBUD,76570,31.0738,-96.97,Falls,48145,Falls
675212,The Homestead of Denison,TX,Grayson,Denison,75020,33.771,-96.548,Grayson,48181,Grayson
675214,SOLIDAGO HEALTH AND REHABILITATION,TX,Galveston,TEXAS CITY,77590,29.4016,-94.931,Galveston,48167,Galveston
675217,ELKHART OAKS CARE CENTER,TX,Anderson,ELKHART,75839,31.62,-95.575,Anderson,48001,Anderson
675220,AVALON PLACE KIRBYVILLE,TX,Jasper,KIRBYVILLE,75956,30.6673,-93.906,Jasper,48241,Jasper
675222,SEABREEZE NURSING AND REHABILITATION,TX,Galveston,TEXAS CITY,77590,29.3923,-94.985,Galveston,48167,Galveston
675226,STEVENS NURSING AND REHABILITATION CENTER OF HALLE,TX,Lavaca,HALLETTSVILLE,77964,29.4455,-96.95,Lavaca,48285,Lavaca
675229,Woodland Manor Nursing and Rehabilitation,TX,Montgomery,Conroe,77304,30.3197,-95.485,Montgomery,48339,Montgomery
675230,PINE GROVE NURSING CENTER,TX,Shelby,CENTER,75935,31.7951,-94.164,Shelby,48419,Shelby
675231,Cascades at Jacinto Rehab LP,TX,Harris,Houston,77029,29.7662,-95.234,Harris,48201,Harris
675233,Harmony Care at Golfcrest,TX,Harris,Houston,77087,29.6969,-95.316,Harris,48201,Harris
675234,WOODLAKE NURSING CENTER,TX,Brazoria,CLUTE,77531,29.0154,-95.396,Brazoria,48039,Brazoria
675238,TRINITY TERRACE,TX,Tarrant,FORT WORTH,76102,32.749,-97.342,Tarrant,48439,Tarrant
675241,AVIR AT JEFFERSON,TX,Marion,JEFFERSON,75657,32.7727,-94.359,Marion,48315,Marion
675251,"Meadows of Corsicana, LLC",TX,Navarro,CORSICANA,75110,32.0723,-96.497,Navarro,48349,Navarro
675253,AZALEA TRAIL NURSING AND REHABILITATION CENTER,TX,Van Zandt,GRAND SALINE,75140,32.6773,-95.706,Van Zandt,48467,Van Zandt
675254,Cascades at Galveston,TX,Galveston,Galveston,77554,29.2504,-94.871,Galveston,48167,Galveston
675259,Avir at Cisco,TX,Eastland,CISCO,76437,32.3762,-98.992,Eastland,48133,Eastland
675267,GREENBRIER NURSING & REHABILITATION CENTER OF TYLE,TX,Smith,TYLER,75702,32.3523,-95.34,Smith,48423,Smith
675268,LAREDO MEDICAL CENTER,TX,Webb,LAREDO,78044,27.5306,-99.478,Webb,48479,Webb
675270,Avir at Kennedale,TX,Tarrant,Kennedale,76060,32.6447,-97.216,Tarrant,48439,Tarrant
675271,SEVEN OAKS NURSING & REHABILITATION,TX,Fannin,BONHAM,75418,33.5875,-96.169,Fannin,48147,Fannin
675272,WILLOWBEND NURSING AND REHABILITATION CENTER,TX,Dallas,MESQUITE,75150,32.7931,-96.619,Dallas,48113,Dallas
675274,WILLIS NURSING AND REHABILITATION LP,TX,Montgomery,WILLIS,77378,30.4341,-95.486,Montgomery,48339,Montgomery
675277,CARE INN OF LA GRANGE,TX,Fayette,LA GRANGE,78945,29.9078,-96.881,Fayette,48149,Fayette
675279,VILLA HAVEN HEALTH AND REHABILITATION CENTER,TX,Stephens,BRECKENRIDGE,76424,32.7536,-98.883,Stephens,48429,Stephens
675281,COTTONWOOD CREEK HEALTHCARE COMMUNITY,TX,Dallas,RICHARDSON,75080,32.9646,-96.748,Dallas,48113,Dallas
675282,AMARILLO MEDICAL LODGE,TX,Potter,AMARILLO,79106,35.2076,-101.9,Potter,48375,Potter
675289,Avir at Azalea Heights,TX,Smith,TYLER,75701,32.3108,-95.319,Smith,48423,Smith
675291,CROSBYTON NURSING AND REHABILITATION CENTER,TX,Crosby,CROSBYTON,79322,33.6618,-101.24,Crosby,48107,Crosby
675292,COTTONWOOD NURSING AND REHABILITATION,TX,Denton,DENTON,76201,33.2341,-97.137,Denton,48121,Denton
675293,FOCUSED CARE AT LINDEN,TX,Cass,LINDEN,75563,33.0113,-94.377,Cass,48067,Cass
675295,LYTLE NURSING HOME,TX,Atascosa,LYTLE,78052,29.2303,-98.801,Atascosa,48013,Atascosa
675305,PLEASANT VALLEY HEALTHCARE AND REHABILITATION CENT,TX,Dallas,GARLAND,75040,32.9347,-96.608,Dallas,48113,Dallas
675306,BLUEBONNET NURSING AND REHABILITATION,TX,Karnes,KARNES CITY,78118,28.8307,-98.022,Karnes,48255,Karnes
675307,The Manor Healthcare Residence,TX,Limestone,Mexia,76667,31.6862,-96.494,Limestone,48293,Limestone
675309,Windsor Nursing and Rehabilitation Center of Alice,TX,Jim Wells,Alice,78332,27.7596,-98.052,Jim Wells,48249,Jim Wells
675311,FAIRVIEW HEALTHCARE RESIDENCE,TX,Freestone,FAIRFIELD,75840,31.7228,-96.151,Freestone,48161,Freestone
675312,PALMA REAL,TX,San Patricio,MATHIS,78368,28.0933,-97.814,San Patricio,48409,San Patricio
675317,"Deerings Nursing and Rehabilitation, LP",TX,Ector,Odessa,79763,31.8354,-102.41,Ector,48135,Ector
675319,DELEON NURSING AND REHABILITATION,TX,Comanche,DE LEON,76444,32.1159,-98.528,Comanche,48093,Comanche
675320,AVIR AT BRADBURN,TX,Van Zandt,GRAND SALINE,75140,32.6774,-95.701,Van Zandt,48467,Van Zandt
675321,Paradigm at Faith Memorial,TX,Harris,Pasadena,77502,29.6836,-95.202,Harris,48201,Harris
675323,Baywind Village Skilled Nuring & Rehab,TX,Galveston,League City,77573,29.5211,-95.082,Galveston,48167,Galveston
675326,CENTRAL TEXAS NURSING & REHABILITATION,TX,Runnels,BALLINGER,76821,31.7496,-99.964,Runnels,48399,Runnels
675327,PAMPA NURSING CENTER,TX,Gray,PAMPA,79065,35.5477,-100.98,Gray,48179,Gray
675329,Levelland Nursing & Rehabilitation Center,TX,Hockley,Levelland,79336,33.5914,-102.39,Hockley,48219,Hockley
675330,THE OAKS AT RADFORD HILLS HEALTHCARE CENTER,TX,Taylor,ABILENE,79601,32.4507,-99.713,Taylor,48441,Taylor
675336,Kirkland Court Health and Rehabilitation Center,TX,Potter,Amarillo,79106,35.1939,-101.91,Potter,48375,Potter
675338,MILL CREEK,TX,Hardin,SILSBEE,77656,30.3489,-94.191,Hardin,48199,Hardin
675344,Paradigm at Sweeny,TX,Brazoria,Sweeny,77480,29.0466,-95.689,Brazoria,48039,Brazoria
675346,HERITAGE OAKS NURSING AND REHABILITATION CENTER,TX,Lubbock,LUBBOCK,79413,33.5469,-101.87,Lubbock,48303,Lubbock
675350,WILLOWCREEK REHAB AND NURSING,TX,Taylor,ABILENE,79605,32.4439,-99.785,Taylor,48441,Taylor
675352,BRENTWOOD PLACE THREE,TX,Dallas,DALLAS,75227,32.912,-96.875,Dallas,48113,Dallas
675356,WINDSOR NURSING AND REHABILITATION CENTER OF BASTR,TX,Bastrop,BASTROP,78602,30.1089,-97.329,Bastrop,48021,Bastrop
675358,COLONIAL PINES HEALTHCARE CENTER,TX,San Augustine,SAN AUGUSTINE,75972,31.5186,-94.153,San Augustine,48405,San Augustine
675360,Woodland Springs Nursing Center,TX,Mc Lennan,Waco,76704,31.5707,-97.132,Mclennan,48309,McLennan
675361,WHARTON NURSING AND REHABILITATION CENTER,TX,Wharton,WHARTON,77488,29.3196,-96.084,Wharton,48481,Wharton
675363,ORCHARD PARK POST ACUTE NURSING AND REHABILITATION,TX,Hidalgo,WESLACO,78596,26.1684,-97.975,Hidalgo,48215,Hidalgo
675364,HOMESTEAD NURSING AND REHABILITATION OF BAIRD,TX,Callahan,BAIRD,79504,32.3963,-99.392,Callahan,48059,Callahan
675365,Pasadena Post Acute,TX,Harris,Pasadena,77504,29.6586,-95.184,Harris,48201,Harris
675367,GREENVILLE GARDENS,TX,Hunt,GREENVILLE,75401,33.1309,-96.116,Hunt,48231,Hunt
675369,GRANDVIEW NURSING AND REHABILITATION CENTER,TX,Johnson,GRANDVIEW,76050,32.2708,-97.185,Johnson,48251,Johnson
675370,THE METHODIST HOSPITAL SNF,TX,Harris,HOUSTON,77030,29.7113,-95.4,Harris,48201,Harris
675371,RIVERVIEW NURSING & REHABILITATION,TX,Kendall,BOERNE,78006,29.788,-98.717,Kendall,48259,Kendall
675372,LA BAHIA NURSING AND REHABILITATION,TX,Goliad,GOLIAD,77963,28.6796,-97.39,Goliad,48175,Goliad
675373,WHISPERING SPRINGS REHABILITATION AND HEALTHCARE C,TX,Dimmit,CARRIZO SPRINGS,78834,28.5185,-99.863,Dimmit,48127,Dimmit
675374,Avir at Irving,TX,Dallas,IRVING,75061,32.8191,-96.942,Dallas,48113,Dallas
675377,BANGS NURSING AND REHABILITATION,TX,Brown,BANGS,76823,31.7138,-99.121,Brown,48049,Brown
675379,EVERGREEN MANOR,TX,Gregg,LONGVIEW,75601,32.53,-94.743,Gregg,48183,Gregg
675380,WINDSOR NURSING AND REHABILITATION CENTER OF SEGUI,TX,Guadalupe,SEGUIN,78155,29.5638,-97.947,Guadalupe,48187,Guadalupe
675386,Whispering Pines Lodge,TX,Gregg,Longview,75601,32.5179,-94.708,Gregg,48183,Gregg
675387,PANOLA COUNTY NURSING & REHABILITATION,TX,Panola,CARTHAGE,75633,32.1673,-94.347,Panola,48365,Panola
675388,HILLVIEW NURSING & REHABILITATION,TX,Mills,GOLDTHWAITE,76844,31.452,-98.563,Mills,48333,Mills
675390,SUNFLOWER PARK HEALTH CARE,TX,Kaufman,KAUFMAN,75142,32.5874,-96.289,Kaufman,48257,Kaufman
675391,PINE ARBOR,TX,Hardin,SILSBEE,77656,30.3514,-94.151,Hardin,48199,Hardin
675394,OAKWOOD MANOR NURSING HOME,TX,Orange,VIDOR,77662,30.1234,-94.012,Orange,48361,Orange
675395,VAL VERDE NURSING AND REHABILITATION CENTER,TX,Val Verde,DEL RIO,78840,29.3673,-100.89,Val Verde,48465,Val Verde
675396,LAREDO SOUTH NURSING AND REHABILITATION CENTER,TX,Webb,LAREDO,78040,27.5112,-99.486,Webb,48479,Webb
675398,FOCUSED CARE OF CENTER,TX,Shelby,CENTER,75935,31.7996,-94.191,Shelby,48419,Shelby
675399,Navasota Nursing & Rehabilitation,TX,Grimes,Navasota,77868,30.3946,-96.077,Grimes,48185,Grimes
675402,Rockwall Nursing Care Center,TX,Rockwall,Rockwall,75087,32.927,-96.459,Rockwall,48397,Rockwall
675406,GOLDEN YEARS NURSING AND REHABILITATION CENTER,TX,Falls,MARLIN,76661,31.3086,-96.894,Falls,48145,Falls
675407,Ralls Nursing Home,TX,Crosby,Ralls,79357,33.682,-101.37,Crosby,48107,Crosby
675408,Avir at Overton,TX,Rusk,OVERTON,75684,32.2796,-94.968,Rusk,48401,Rusk
675409,WINDSOR MISSION OAKS,TX,Bexar,SAN ANTONIO,78214,29.3681,-98.481,Bexar,48029,Bexar
675414,WINDSOR NURSING AND REHABILITATION CENTER OF EDINB,TX,Hidalgo,EDINBURG,78539,26.2878,-98.165,Hidalgo,48215,Hidalgo
675415,WINDSOR LAS PALMAS NURSING AND REHABILITATION CENT,TX,Hidalgo,MCALLEN,78503,26.1848,-98.209,Hidalgo,48215,Hidalgo
675417,Fair Park Health & Rehabilitation Center,TX,Dallas,Dallas,75215,32.7692,-96.768,Dallas,48113,Dallas
675418,The Manor at Seagoville,TX,Dallas,Seagoville,75159,32.6594,-96.574,Dallas,48113,Dallas
675420,PARADIGM AT THE BRAZOS,TX,Fort Bend,RICHMOND,77469,29.5853,-95.782,Fort Bend,48157,Fort Bend
675423,Ashford Gardens,TX,Harris,Houston,77076,29.8664,-95.398,Harris,48201,Harris
675424,ADVANCED REHABILITATION AND HEALTHCARE OF ATHENS,TX,Henderson,ATHENS,75751,32.1627,-95.822,Henderson,48213,Henderson
675428,PLEASANTON SOUTH NURSING AND REHABILITATION,TX,Atascosa,PLEASANTON,78064,28.9566,-98.493,Atascosa,48013,Atascosa
675431,RED OAK HEALTH AND REHABILITATION CENTER,TX,Ellis,RED OAK,75154,32.5341,-96.822,Ellis,48139,Ellis
675433,FOCUSED CARE AT HUNTSVILLE,TX,Walker,HUNTSVILLE,77340,30.7021,-95.554,Walker,48471,Walker
675434,SILVER PINES NURSING AND REHABILITATION CENTER,TX,Bastrop,BASTROP,78602,30.1107,-97.333,Bastrop,48021,Bastrop
675437,ADVANCED REHABILITATION & HEALTHCARE OF LIVE OAK,TX,Bexar,LIVE OAK,78233,29.5524,-98.326,Bexar,48029,Bexar
675438,LAKESHORE VILLAGE NURSING AND REHABILITATION,TX,Mc Lennan,WACO,76708,31.5921,-97.186,Mclennan,48309,McLennan
675439,MULLICAN CARE CENTER,TX,Fannin,SAVOY,75479,33.599,-96.365,Fannin,48147,Fannin
675440,South Dallas Nursing & Rehabilitation,TX,Dallas,Dallas,75215,32.912,-96.875,Dallas,48113,Dallas
675441,RENAISSANCE CARE CENTER,TX,Cooke,GAINESVILLE,76240,33.6218,-97.121,Cooke,48097,Cooke
675443,PRAIRIE ACRES,TX,Parmer,FRIONA,79035,34.6458,-102.72,Parmer,48369,Parmer
675444,REUNION PLAZA SENIOR CARE AND REHABILITATION CENTE,TX,Bowie,TEXARKANA,75503,33.4717,-94.061,Bowie,48037,Bowie
675445,Oak Manor Nursing Center,TX,Fayette,Flatonia,78941,29.6936,-97.106,Fayette,48149,Fayette
